scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4
Street,train,img_east,Street/img_east/image_east_0001.png,-218.136926,14.368381,-0.301361,0.18598499999999998,0.201066,0.6325430000000001,-0.724481
Street,train,img_east,Street/img_east/image_east_0002.png,-218.07701600000001,14.310456,-0.282804,0.18115599999999998,0.193794,0.635146,-0.725413
Street,train,img_east,Street/img_east/image_east_0003.png,-218.05697999999998,14.291123,-0.260459,0.17383900000000002,0.186693,0.636537,-0.727833
Street,train,img_east,Street/img_east/image_east_0004.png,-217.93431099999998,14.534417000000001,-0.134471,0.14080399999999998,0.15068800000000002,0.6478970000000001,-0.733284
Street,train,img_east,Street/img_east/image_east_0005.png,-217.667028,14.913996,0.178311,0.034856,0.055554,0.6655760000000001,-0.7433029999999999
Street,train,img_east,Street/img_east/image_east_0006.png,-217.698416,15.107263,0.279271,0.001113,-0.045971,-0.741889,0.8203520000000001
Street,train,img_east,Street/img_east/image_east_0007.png,-217.14311800000002,14.966351999999999,0.283023,0.047887,-0.035644999999999996,-0.6658189999999999,0.74371
Street,train,img_east,Street/img_east/image_east_0008.png,-216.684228,14.970563,0.208168,0.011942,0.051312,0.669898,-0.741056
Street,train,img_east,Street/img_east/image_east_0009.png,-215.90907799999997,15.075841,0.31995100000000004,0.063343,-0.002912,-0.6692130000000001,0.7403029999999999
Street,train,img_east,Street/img_east/image_east_0010.png,-215.10411499999998,15.133241,0.23865799999999998,0.127711,0.09044400000000001,-0.661733,0.7332270000000001
Street,train,img_east,Street/img_east/image_east_0011.png,-214.430425,15.220545999999999,-0.015922,0.14263900000000002,0.09253600000000001,-0.655088,0.736186
Street,train,img_east,Street/img_east/image_east_0012.png,-213.635901,15.189678,-0.0789,0.102031,0.066109,-0.643965,0.755336
Street,train,img_east,Street/img_east/image_east_0013.png,-212.99111000000002,15.426322,0.31051,0.08354,0.083692,-0.654483,0.746748
Street,train,img_east,Street/img_east/image_east_0014.png,-212.391374,15.380766,0.430312,0.090758,0.07467,-0.652567,0.748528
Street,train,img_east,Street/img_east/image_east_0015.png,-211.624584,15.503407000000001,0.42529700000000004,0.106227,0.071948,-0.643027,0.755027
Street,train,img_east,Street/img_east/image_east_0016.png,-210.737437,15.607207999999998,0.497251,0.122753,0.08892699999999999,-0.636646,0.756125
Street,train,img_east,Street/img_east/image_east_0017.png,-210.16576400000002,15.664214000000001,0.35204,0.118085,0.086082,-0.644526,0.750506
Street,train,img_east,Street/img_east/image_east_0018.png,-209.309791,15.863478,0.187142,0.116157,0.089116,-0.6323840000000001,0.760678
Street,train,img_east,Street/img_east/image_east_0019.png,-208.557802,15.977895000000002,0.29743200000000003,0.11181400000000001,0.099948,-0.6436729999999999,0.750464
Street,train,img_east,Street/img_east/image_east_0020.png,-207.970779,15.984067999999999,0.40730700000000003,0.123624,0.09951499999999999,-0.655029,0.738777
Street,train,img_east,Street/img_east/image_east_0021.png,-207.02139499999998,16.189859,0.534734,0.12609700000000001,0.086521,-0.660866,0.73478
Street,train,img_east,Street/img_east/image_east_0022.png,-206.593997,16.199429000000002,0.619421,0.119425,0.07660299999999999,-0.6682130000000001,0.730316
Street,train,img_east,Street/img_east/image_east_0023.png,-205.585143,16.184804999999997,0.12620399999999998,0.12138099999999999,0.07562,-0.629554,0.763682
Street,train,img_east,Street/img_east/image_east_0024.png,-205.013261,16.341520000000003,0.410409,0.101888,0.07964600000000001,-0.655404,0.744153
Street,train,img_east,Street/img_east/image_east_0025.png,-204.183481,16.395153,0.221152,0.122644,0.118296,-0.647606,0.742678
Street,train,img_east,Street/img_east/image_east_0026.png,-203.709756,16.502053,0.490279,0.06995499999999999,0.082889,-0.67897,0.726176
Street,train,img_east,Street/img_east/image_east_0027.png,-202.951004,16.506726999999998,0.675438,0.062583,0.080398,-0.688994,0.717638
Street,train,img_east,Street/img_east/image_east_0028.png,-202.337172,16.538403,0.399904,0.088492,0.083606,-0.686133,0.717258
Street,train,img_east,Street/img_east/image_east_0029.png,-201.47299099999998,16.548297,0.517637,0.11408599999999999,0.10837000000000001,-0.675879,0.720033
Street,train,img_east,Street/img_east/image_east_0030.png,-200.721015,16.623157,0.5202180000000001,0.107322,0.10679000000000001,-0.68904,0.708779
Street,train,img_east,Street/img_east/image_east_0031.png,-200.076045,16.632359,0.5326489999999999,0.131226,0.116495,-0.676706,0.715076
Street,train,img_east,Street/img_east/image_east_0032.png,-199.20314,16.832097,0.42066400000000004,0.141777,0.10663800000000001,-0.672762,0.718294
Street,train,img_east,Street/img_east/image_east_0033.png,-198.53296799999998,16.779778,0.423914,0.10378399999999999,0.08938099999999999,-0.661709,0.737178
Street,train,img_east,Street/img_east/image_east_0034.png,-197.67623,16.847713,0.363677,0.066113,0.047762,-0.671826,0.736221
Street,train,img_east,Street/img_east/image_east_0035.png,-197.22269599999998,16.517891,0.370388,0.046951,0.036675,-0.676991,0.733707
Street,train,img_east,Street/img_east/image_east_0036.png,-196.220325,16.846446,0.310274,0.075491,0.046199000000000004,-0.661274,0.744923
Street,train,img_east,Street/img_east/image_east_0037.png,-195.721831,16.849759,0.526682,0.061911,0.023137,-0.6807310000000001,0.729522
Street,train,img_east,Street/img_east/image_east_0038.png,-195.084227,16.903564000000003,0.61325,0.076795,0.038195,-0.676497,0.7314609999999999
Street,train,img_east,Street/img_east/image_east_0039.png,-194.199284,16.991017000000003,0.551126,0.056415999999999994,0.038123000000000004,-0.688613,0.721853
Street,train,img_east,Street/img_east/image_east_0040.png,-193.770571,16.955038000000002,0.663207,0.057937,0.04216,-0.667724,0.741027
Street,train,img_east,Street/img_east/image_east_0041.png,-192.966598,17.073481,0.487609,0.042296,0.042124,-0.671643,0.738391
