scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4
redkitchen,train,seq-01,redkitchen/seq-01/frame-000000.color.png,-0.3404563,0.016469799999999996,0.2965692,0.9770759,-0.00021219999999999998,-0.16083429999999999,-0.139481
redkitchen,train,seq-01,redkitchen/seq-01/frame-000001.color.png,-0.33866199999999996,0.015916800000000002,0.2978221,0.9769296999999999,-2.18e-05,-0.1617256,-0.139475
redkitchen,train,seq-01,redkitchen/seq-01/frame-000002.color.png,-0.3405364,0.0170052,0.2974445,0.9769388000000001,-0.0003859,-0.1615331,-0.1396335
redkitchen,train,seq-01,redkitchen/seq-01/frame-000003.color.png,-0.3411037,0.0159721,0.29789899999999997,0.9768761,-0.0009994,-0.161245,-0.1403998
redkitchen,train,seq-01,redkitchen/seq-01/frame-000004.color.png,-0.3418136,0.015238299999999998,0.29797890000000005,0.9769919,-0.0014874,-0.160642,-0.14028120000000002
redkitchen,train,seq-01,redkitchen/seq-01/frame-000005.color.png,-0.3415571,0.013412299999999999,0.29850370000000004,0.9770119,-0.0018176,-0.1615829,-0.1390514
redkitchen,train,seq-01,redkitchen/seq-01/frame-000006.color.png,-0.3426531,0.0146816,0.2987893,0.9768838,-0.0007202999999999999,-0.1624642,-0.1389352
redkitchen,train,seq-01,redkitchen/seq-01/frame-000007.color.png,-0.3430975,0.0147512,0.2993579,0.9767005999999999,-0.0009015000000000001,-0.1627968,-0.1398296
redkitchen,train,seq-01,redkitchen/seq-01/frame-000008.color.png,-0.3428791,0.0125491,0.2999114,0.9765058000000001,-0.0016921,-0.1628363,-0.14113050000000002
redkitchen,train,seq-01,redkitchen/seq-01/frame-000009.color.png,-0.344308,0.0116771,0.3004254,0.9763978999999999,-0.0013163,-0.1629931,-0.14169890000000002
redkitchen,train,seq-01,redkitchen/seq-01/frame-000010.color.png,-0.344733,0.0100168,0.30107,0.9761089,-0.0012190999999999999,-0.16456700000000002,-0.14187170000000002
redkitchen,train,seq-01,redkitchen/seq-01/frame-000011.color.png,-0.3482985,0.011671299999999999,0.30071190000000003,0.9758643,-0.00034439999999999997,-0.1651436,-0.14288599999999999
redkitchen,train,seq-01,redkitchen/seq-01/frame-000012.color.png,-0.3492617,0.0098918,0.3013817,0.9755615,-0.000482,-0.1658209,-0.14416289999999998
